,Avg,Std,Min,Max,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Bin7,Bin8,Bin9,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15,Bin16,Bin17,Bin18,Bin19,Bin20
GA,0.576788445980355,0.09162774360689298,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008358836773489005,0.05994094886279374,0.16611165788090007,0.20363204939802892,0.19920995510495734,0.15853477680557615,0.10320467016299732,0.06170709018106319,0.03316570719803702,0.011446213581761558,0.0021166731829641515,9.437396357165007e-05,0.0
HI,0.5779030110799805,0.08928282401672415,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000911244760342628,0.053398942956078,0.16283943867322762,0.20047384727537818,0.2062146892655367,0.16548204847822126,0.10916712228904683,0.05841078913796246,0.03162019318388919,0.010297065791871696,0.0010023692363768909,0.00018224895206852561,0.0
ID,0.5734738256198685,0.08773463663434358,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005102040816326531,0.061394557823129255,0.16760204081632654,0.20467687074829932,0.2070578231292517,0.16394557823129252,0.10153061224489796,0.05739795918367347,0.028826530612244897,0.0066326530612244895,0.00042517006802721087,0.0,0.0
IL,0.5773374913748991,0.08986869855085729,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006287701648556776,0.05608826361189161,0.1611813019472226,0.20408504116479673,0.20518538895329416,0.16374550527577467,0.10358988465997289,0.061639125223508145,0.03193955946790325,0.01054172479515847,0.001336136600318315,3.929813530347985e-05,0.0
IN,0.5755091376260616,0.08941595280026358,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003457111481677309,0.06019441168096962,0.16376540448204335,0.20659291495505755,0.20250538902672144,0.1632773416846301,0.1008053036157319,0.06076381827795176,0.03182576158132346,0.00913084150160654,0.0007320941961199008,6.10078496766584e-05,0.0
IA,0.5742084150760464,0.08767432914888233,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003036876355748373,0.05744034707158351,0.16546637744034706,0.21015184381778743,0.20581344902386117,0.1641648590021692,0.10182212581344903,0.057613882863340564,0.028720173535791756,0.00772234273318872,0.0007809110629067246,0.0,0.0
KS,0.575000445356926,0.08826743406770239,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013801987486198014,0.05714022819285977,0.166682002208318,0.2048214942951785,0.20790393816709607,0.16594589620905412,0.09997239602502761,0.05672616856827383,0.031974604343025397,0.008005152741994847,0.0006900993743099006,0.0,0.0
KY,0.5750744375688566,0.08915352272826715,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00039380812456453907,0.05876828935809276,0.1667625942867529,0.20626457847384205,0.20335645693859622,0.16267304837781346,0.10208718306019206,0.05792008724364606,0.03165611462845718,0.009239344460937264,0.0008482021144466996,3.02929326588107e-05,0.0
LA,0.5776842682268275,0.09229367582512216,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001022017169888454,0.0607954213630789,0.16317234129533376,0.20230099865677745,0.19660690299597033,0.1606026981253285,0.10465455819657771,0.06254745079717339,0.032792150908135254,0.013052619284003971,0.002365239736027565,8.760147170472464e-05,0.0
ME,0.576166241128155,0.08852193356453796,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05590183093104792,0.1630307752239969,0.20860927152317882,0.20851188157382158,0.15991429684456565,0.10235683677444488,0.06018698870276588,0.03243085313595637,0.00876509544215037,0.000292169848071679,0.0,0.0
MD,0.5783000094694432,0.09122944510891981,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010351054926661676,0.05869268378628375,0.15641104699819408,0.20618420473065233,0.20056820684491036,0.16279786812315553,0.10555873673082852,0.06159978857419724,0.03334361097652293,0.01180460732061842,0.0019160463374884376,8.809408448222701e-05,0.0
MA,0.5759755293161105,0.08846430902625424,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003990498812351544,0.05465083135391924,0.16476959619952494,0.20539667458432304,0.20792399049881236,0.16408551068883612,0.102916864608076,0.05905938242280285,0.03158194774346793,0.008380047505938243,0.0007980997624703088,3.800475059382423e-05,0.0
MI,0.5770346953607827,0.09015774866813285,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004911069816830369,0.058255906556941864,0.16302097159543402,0.20244226174674806,0.20313246615343775,0.16310061056543668,0.10270772498009026,0.06279532784709317,0.033275816299442526,0.009848685956994957,0.0009158481550305283,1.3273161667109106e-05,0.0
MN,0.57353451030731,0.08904187531065286,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002979219940912138,0.06050299163335733,0.16936865364085504,0.20904193252066833,0.20581444425134685,0.1582462325281164,0.0979915092231684,0.05789617418505921,0.03157973137366866,0.008366642667394921,0.0008689391494327069,2.482683284093448e-05,0.0
MS,0.5776163493568636,0.09260676660104622,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011297392561796737,0.06123186768493832,0.1620497989064124,0.20285598083962222,0.1966198201455104,0.16042297437751368,0.10488499254372091,0.06195490080889331,0.033214334131682406,0.012924217090695467,0.00266618464458403,4.518957024718695e-05,0.0
MO,0.5757851020203656,0.08997076149285829,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00037380711552838735,0.06018294560007036,0.16575047275605787,0.20225163815471217,0.20533004969435772,0.16139671929284488,0.10156559215444831,0.0592594221381767,0.032587185012533534,0.010026826157702626,0.0012533532697128283,2.1988653854611022e-05,0.0
MT,0.5743171754543481,0.08792225101060003,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059109418100617366,0.165243662156837,0.20780244318928148,0.2047812951530277,0.16708262183107842,0.10140549060817024,0.05674504137659267,0.029817417575200317,0.007355838696965717,0.0006567713122290818,0.0,0.0
NE,0.5738909662356846,0.08791963824705491,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004287551807917679,0.0587394597684722,0.16607117336001143,0.20830355866800057,0.20694583392882665,0.16428469344004573,0.10268686579962841,0.05402315277976275,0.03051307703301415,0.0070744604830641706,0.0009289695583821638,0.0,0.0
NV,0.5779154448019522,0.08863634909683313,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008845643520566122,0.051348960636886334,0.15422379478107032,0.21127819548872181,0.20787262273330384,0.16780185758513932,0.10451127819548872,0.06019460415745245,0.030959752321981424,0.00942061034940292,0.0015037593984962407,0.0,0.0
NH,0.5754628504036949,0.08893380215848949,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000196811651249754,0.057862625467427674,0.1676835268647904,0.20419208817161977,0.20429049399724464,0.16482975792166896,0.09909466640425113,0.06130682936429837,0.030899429246211377,0.00915174178311356,0.000492029128124385,0.0,0.0
NJ,0.5787676739544865,0.08874206515029404,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004225114078080108,0.05041969466508929,0.1559912117627176,0.20636865528702608,0.20970649540870936,0.1675821080502507,0.10613486564137231,0.06043321503013915,0.030970086192327193,0.010520534054419469,0.0014083713593600361,4.225114078080108e-05,0.0
NM,0.5836445381814639,0.08645635718755755,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00039501156819592576,0.03910614525139665,0.14242988544664523,0.20021443485130636,0.2148298628745556,0.1856554370520851,0.11415834320862253,0.06094464195022854,0.03171378590373004,0.009480277636702217,0.001015744032503809,5.643022402798939e-05,0.0
NY,0.5785058383685424,0.0898082436925261,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007000371701152274,0.054336513443191674,0.1563375046462644,0.20644901499194648,0.2054825919960352,0.16349275182753067,0.10708710197001611,0.06212365258332301,0.03163176805848098,0.010674018089456077,0.001647875108412836,3.71701152273572e-05,0.0
NC,0.5770239203570627,0.09051659417390863,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009480191740216041,0.057214960009613715,0.1632729360554391,0.20316985566074267,0.2038775319455757,0.16159053583111907,0.10458921394522852,0.06024595088993631,0.03278009960877518,0.010601791889762728,0.0016289906933892352,8.01142963961919e-05,0.0
ND,0.5725358904586435,0.08891459516940407,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003866976024748647,0.06322505800464037,0.17246713070378963,0.20591647331786542,0.20359628770301624,0.15235885537509666,0.10576179427687549,0.058584686774941996,0.030355761794276875,0.0069605568445475635,0.0003866976024748647,0.0,0.0
OH,0.5764939136570258,0.0899415752476317,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000434837336506883,0.05897767453569671,0.16433418393619334,0.20011671949558868,0.20411035713877032,0.16492922450193961,0.10382313563491972,0.059710032155076725,0.03267001567703029,0.009566421403151426,0.001270182746112211,5.7215439014063553e-05,0.0
OK,0.5746891335843525,0.08909652657216792,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007569241355582316,0.05904008257354206,0.16569757440220195,0.20856700498881817,0.20564252537416136,0.16029588852571822,0.09922587304317908,0.060657147772234646,0.029416824359194908,0.009805608119731636,0.0008945467056597282,0.0,0.0
OR,0.5751284084319609,0.08763832437661676,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002611818478615736,0.05579497224942866,0.1626183480248123,0.207966046359778,0.20963108063989552,0.16562193927522037,0.10169768201110023,0.05762324518445968,0.030166503428011752,0.007998694090760691,0.0006203068886712373,0.0,0.0
PA,0.5769642588717927,0.0896348989635584,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000513032019233671,0.057479705056886196,0.16204770191833737,0.20217485338349647,0.2048305485418825,0.16531702360953235,0.10354193282298384,0.061141345351024556,0.03200917421963806,0.009838143427657455,0.0010964801979700027,1.0059451357522961e-05,0.0
PR,0.5962190642317194,0.08380907696436389,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00043677022974114083,0.01854817575634045,0.10237894185132342,0.19963311300701744,0.22939172466004717,0.19890516262411553,0.13269079579535858,0.07072765920274875,0.030923332265672773,0.013627231167923593,0.0027079754243950734,2.9118015316076056e-05,0.0
RI,0.5764705677699739,0.08901039940668012,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00034798747245099175,0.05706994548196265,0.15972624985500522,0.20299269226307853,0.20612457951513746,0.16633801183157407,0.10718014151490546,0.057881916251014964,0.030622897575687275,0.010671615821830413,0.0010439624173529754,0.0,0.0
SC,0.5787000813465385,0.09203656917684314,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010292931259910424,0.05880880184716388,0.1589562411327788,0.2021587336912677,0.20104598436587198,0.16126519598297492,0.10323531866358807,0.06342671154755612,0.03610871560909116,0.011962055248004005,0.0019194925863076195,8.345619940467911e-05,0.0
SD,0.5736404405197035,0.08839597415863609,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05972383962734986,0.17268341374147397,0.20129762102811513,0.20695391781733488,0.1665280319414407,0.09449342871402429,0.05939111628680752,0.03094327067043753,0.007652636832473798,0.00033272334054233906,0.0,0.0
TN,0.5773639432205008,0.09063655624463834,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004493831195359098,0.05844023204510172,0.16202304109812893,0.20209984475855872,0.20422420132363756,0.16210474711986272,0.10325598496609201,0.06142250183838549,0.033111365307623174,0.011438843042732249,0.0014094288749080808,2.0426505433450444e-05,0.0
TX,0.5795190634930789,0.0881359299601385,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005975827776643477,0.047293696995652584,0.15140257657774303,0.20936810601118475,0.21250043573744204,0.16877729583833395,0.10836167701646839,0.05862785034535305,0.031004586447818575,0.010457698609126084,0.001573634647849449,3.4858995363753616e-05,0.0
UT,0.5691466370422199,0.0878399727100193,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00030012004801920766,0.06767707082833133,0.1754701880752301,0.21408563425370147,0.20613245298119248,0.1523609443777511,0.09488795518207283,0.055022008803521406,0.026760704281712684,0.006402561024409764,0.000900360144057623,0.0,0.0
VT,0.5762202064499197,0.08859179804646639,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00040941658137154553,0.054657113613101334,0.16867963152507676,0.2,0.20388945752302967,0.16888433981576254,0.10194472876151484,0.06161719549641761,0.031115660184237462,0.0077789150460593655,0.0010235414534288639,0.0,0.0
VA,0.576532110466269,0.09048671869338602,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006372166377264111,0.05768403613018336,0.1648638745957657,0.20558201774648335,0.20021346757363834,0.16271326844343906,0.10337246905516703,0.05962754687524891,0.033326430153091294,0.010530004938428943,0.001449667850827585,0.0,0.0
WA,0.5747928168316676,0.08801107471137935,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00033754641263173687,0.0580392303941792,0.16194726774931553,0.21014139444173574,0.2077973221317931,0.1623035667404268,0.10358924352098414,0.0583580242283314,0.027847579042118292,0.00881371188538424,0.0008251134530998012,0.0,0.0
WV,0.5758755740145296,0.08854587938814977,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004158004158004158,0.05835065835065835,0.16243936243936244,0.20131670131670132,0.2101871101871102,0.16292446292446292,0.10568260568260568,0.05897435897435897,0.030145530145530147,0.008801108801108801,0.0007623007623007623,0.0,0.0
WI,0.5751600330037832,0.08903507941794721,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00047803323469155476,0.05761438652401548,0.16749374004097428,0.20348281356703848,0.20628272251308902,0.16405645344866834,0.09915775096744821,0.06016389710903711,0.03159572046437514,0.008900523560209424,0.0007739585704529934,0.0,0.0
WY,0.5707080879745737,0.0868427910146736,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002314814814814815,0.0625,0.1673611111111111,0.21342592592592594,0.22013888888888888,0.15324074074074073,0.09097222222222222,0.05856481481481481,0.02638888888888889,0.006712962962962963,0.000462962962962963,0.0,0.0
