,Avg,Std,Min,Max,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Bin7,Bin8,Bin9,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15,Bin16,Bin17,Bin18,Bin19,Bin20
GA,77.34576888805013,14.641755888651835,47.0,132.0,0.0047861081525622535,0.020897091933722512,0.04218516171652758,0.08543540102193521,0.12682512504550172,0.1530476049236245,0.15168592344923354,0.10940638776913432,0.0757014007792593,0.04752403165572378,0.03644183193345287,0.03175009774446227,0.03060412818680652,0.02755719736292182,0.023606972887708466,0.013980828603400159,0.008979008534102707,0.004098526417968803,0.003383980693783452,0.0021031911881682014
HI,77.54947396165662,14.762202202317575,47.0,132.0,0.003736103517404775,0.01913613996719519,0.04355749954437762,0.08438126480772735,0.1276653909240022,0.1540914889739384,0.14935301622015673,0.10652451248405322,0.07490431930016403,0.04820484782212502,0.03644979041370512,0.0330781848004374,0.030982321851649352,0.02833971204665573,0.026243849097867686,0.013486422453070895,0.010479314743940222,0.0038272279934390375,0.003644979041370512,0.0019136139967195188
ID,77.20354706840652,14.607790801920059,47.0,132.0,0.006122448979591836,0.02227891156462585,0.041581632653061223,0.08511904761904762,0.12942176870748298,0.14974489795918366,0.1522108843537415,0.1096938775510204,0.0744047619047619,0.0494047619047619,0.0352891156462585,0.03469387755102041,0.027891156462585033,0.02772108843537415,0.022789115646258504,0.012159863945578232,0.009948979591836734,0.003826530612244898,0.0036564625850340135,0.0020408163265306124
IL,77.24534302494152,14.625660775322451,47.0,132.0,0.0050301613188454206,0.02081818717701845,0.04334584323973827,0.08552256695419802,0.12855402511150846,0.15375395437486492,0.15158273239934766,0.10769653979918653,0.07385102076906451,0.04993810543689702,0.03625252981746016,0.03152692904721671,0.029846933762992946,0.026889749081406088,0.022036429371426327,0.014206275912207966,0.009470850608138643,0.004057532470084294,0.0033796396360992673,0.0022399937122983514
IN,77.40478600741629,14.734124034316817,47.0,132.0,0.004738276324887136,0.020844348639524952,0.043071541871720825,0.08473990320087851,0.12783178102249157,0.15162484239638835,0.15170618619595722,0.1083296050758531,0.07357546671005002,0.050555171432057594,0.0359336234595518,0.03198844918046122,0.029893846341562613,0.028083946801155082,0.023528694025297923,0.013787774026924798,0.008927482002684345,0.004372229226827185,0.003538455281246187,0.002928376784479603
IA,77.44468393673476,14.799025792731312,47.0,132.0,0.004728850325379609,0.02052060737527115,0.046637744034707156,0.08572668112798265,0.12650759219088936,0.15232104121475054,0.1445119305856833,0.10537960954446855,0.07457700650759219,0.048676789587852494,0.0368763557483731,0.03661605206073753,0.032885032537960955,0.02668112798264642,0.025683297180043384,0.013579175704989154,0.008459869848156183,0.00386117136659436,0.0036442516268980476,0.0021258134490238613
KS,77.4371454831609,14.702944319389973,47.0,132.0,0.004646669120353331,0.02088700772911299,0.04660471107839529,0.08115568641884431,0.1278524107471476,0.1506716967243283,0.14625506072874495,0.11013986013986014,0.07627898417372102,0.04724880382775119,0.036989326463010674,0.03583916083916084,0.030916451969083547,0.030594405594405596,0.022175193227824807,0.013433934486566065,0.008695252116304748,0.004232609495767391,0.003174457121825543,0.002208317997791682
KY,77.6825184836347,14.686149840943681,47.0,132.0,0.004634818696798037,0.018296931325921664,0.0399260852443125,0.08194238284208294,0.12589742813001728,0.15564508800096938,0.15246433007179425,0.1084184059858835,0.07264245251582806,0.05086183393414317,0.036805913180455,0.03410984217382085,0.031110841840598587,0.02911150828511708,0.02468874011693072,0.014601193541546757,0.009148465662960832,0.004241010572233498,0.0035139801884220413,0.0019387476901638848
LA,77.30022270280007,14.64584322087736,47.0,132.0,0.00528528879285172,0.02096595222799743,0.04458914909770484,0.08278339076096479,0.1248904981603691,0.15382818431349646,0.15569701570986394,0.10789581264965252,0.0751328622320855,0.047918005022484375,0.03419377445541085,0.03343456170063657,0.031244524908018455,0.026718448869941014,0.02283478362436489,0.014425042340711325,0.008146936868539392,0.00397126671728085,0.0037084623021666763,0.0023360392454593237
ME,77.91855541593792,14.700989600569978,47.0,132.0,0.004382547721075185,0.016361511492014025,0.042169848071679006,0.07654850019477989,0.12358784573432022,0.15183093104791587,0.15309700038955978,0.1113167121153097,0.0773276197896377,0.05190884300740164,0.037300350603817686,0.032333463186599146,0.03213868328788469,0.03145695364238411,0.02473704713673549,0.01382937280872614,0.009154655239579276,0.0038955979742890533,0.004187767822360733,0.0024347487339306585
MD,77.56923072985259,14.73033794234403,47.0,132.0,0.0042285160551468965,0.021274721402457824,0.03975245562260494,0.08225785138527948,0.126503105316478,0.1542086948861384,0.15332775404131613,0.10895035898339427,0.07364665462714179,0.04902435801435934,0.03618464520107475,0.03358586970884905,0.03142756463903449,0.02810201294983042,0.02334493238779016,0.014425406333964674,0.009095714222789939,0.004184469012905784,0.003743998590494648,0.0027309166189490378
MA,77.38124733163123,14.659703934139031,47.0,132.0,0.004446555819477434,0.02040855106888361,0.04324940617577197,0.0853396674584323,0.12796199524940619,0.1515249406175772,0.15142992874109262,0.10846555819477435,0.07283610451306413,0.05054631828978622,0.03650356294536817,0.032798099762470306,0.03013776722090261,0.02785748218527316,0.023505938242280287,0.014669833729216151,0.008893111638954869,0.003990498812351544,0.003477434679334917,0.0019572446555819476
MI,77.72032734058757,14.752606876093301,47.0,132.0,0.004818157685160605,0.01931245022564375,0.03992567029466419,0.082359968144412,0.1256570215025219,0.1523360764534112,0.15022564374834085,0.10748606318024953,0.07742235200424741,0.05106185293336873,0.03699230156623308,0.03457658614281922,0.03052827183435094,0.028603663392620122,0.024342978497478098,0.01469338996548978,0.008985930448632865,0.004552694451818423,0.0036766657817892223,0.0024422617467480755
MN,77.64280867728495,14.84699492539963,48.0,132.0,0.007199781523871,0.023684798530251495,0.04699719456788897,0.09580674793316617,0.12882643561160903,0.14824101889321978,0.14590729660617194,0.09945629236078353,0.07137714441768664,0.04741925072618486,0.03532858313264977,0.03458377814742173,0.029717718910598576,0.027855706447528487,0.023014474043546264,0.014523697211946672,0.009260408649668561,0.0046426177412547485,0.003748851758981107,0.002408202785570645
MS,77.25427142739568,14.744224032234147,47.0,132.0,0.005377558859415247,0.02160061457815536,0.04356274571828822,0.08843598897374486,0.12761534637805594,0.15138506032807628,0.14939671923720005,0.10791269375028244,0.07447241176736409,0.04975371684215283,0.03420850467712052,0.02991549550363776,0.03140675132179493,0.028017533553255907,0.024854263635952823,0.012110804826246102,0.009851326313886756,0.00429300917348276,0.0032536490577974603,0.0025758055040896563
MO,77.5444874029609,14.735364298644438,47.0,132.0,0.005079379040415145,0.019701833853731473,0.04248207924710849,0.08375478253221338,0.12636879370244952,0.1538106337130041,0.1490390958265535,0.10739258542592023,0.07412375214389375,0.04896873213421874,0.037776507322221736,0.03399445885922864,0.030894058665728485,0.028277408857029774,0.024495360394036676,0.016227626544702934,0.008619552311007521,0.0037820484629930958,0.0033202867320462643,0.0018910242314965479
MT,77.46613267249441,14.70513165462722,48.0,132.0,0.008406672796532247,0.02561408117693419,0.04439774070668593,0.0978589255221332,0.12570602916064627,0.1555234467358466,0.1451464600026271,0.09615132011033758,0.07132536450807829,0.044266386444240115,0.038224090371732564,0.033101274136345726,0.03231314856167083,0.029686063312754498,0.021804807566005516,0.013660843294364903,0.0068304216471824514,0.004203336398266123,0.002627085248916327,0.003152502298699593
NE,77.27998829724257,14.67471942479035,48.0,132.0,0.00778905245105045,0.024224667714734888,0.04823495783907389,0.1011147634700586,0.12941260540231528,0.14613405745319422,0.14820637416035443,0.1029012433900243,0.06881520651707874,0.04466199799914249,0.03715878233528655,0.031656424181792195,0.027797627554666287,0.0280834643418608,0.02086608546519937,0.015292268114906388,0.007145919679862799,0.005216521366299843,0.0027154494783478635,0.0025725310847506074
NV,77.31521930855426,14.53827382466431,47.0,132.0,0.004909332153914197,0.02043343653250774,0.04055727554179567,0.08350287483414419,0.1305174701459531,0.15497567448031843,0.1509951348960637,0.10654577620521893,0.07841662980981866,0.05068553737284388,0.035692171605484296,0.03241928350287483,0.030163644405130474,0.02574082264484741,0.021848739495798318,0.012870411322423706,0.009862892525431224,0.004113224237063246,0.003494029190623618,0.002255639097744361
NH,78.0068326413585,14.86531784462161,48.0,132.0,0.007282031096240898,0.023617398149970478,0.042708128321196616,0.08659712654989175,0.12960047234796299,0.1454438102735682,0.15636685691792954,0.09988191300925015,0.06711277307616612,0.049399724463688253,0.03965754772682543,0.03148986419996064,0.03237551663058453,0.029029718559338714,0.024109427278094862,0.016827396181853967,0.008069277701239913,0.0032473922456209407,0.004428262153119465,0.0027553631174965557
NJ,77.74728398496823,14.719723282184901,47.0,132.0,0.004534955777139316,0.01842149738042927,0.04033575573207143,0.08150245056616529,0.12628865979381443,0.15199143710213509,0.15058306574277505,0.11005013802039322,0.07650273224043716,0.05094079206805251,0.03546279082868571,0.03466001915385049,0.031491183595290406,0.02966030082812236,0.023716973691623008,0.014168215875161963,0.00933750211255704,0.0042391977916737085,0.003450509830432088,0.0026618218691904683
NM,77.40311110913348,14.723881696802719,47.0,132.0,0.005925173522938886,0.019863438857852266,0.042548388917104,0.08520963828226398,0.12583939958241636,0.1536595000282151,0.15343377913210315,0.10236442638677276,0.07674510467806557,0.0505614807290785,0.035494610913605326,0.03148806500761808,0.03205236724789797,0.02900513515038655,0.022967101179391682,0.013261102646577507,0.010721742565317985,0.002990801873483438,0.003329383217651374,0.0025393600812595226
NY,77.31692608589077,14.701120911845512,47.0,132.0,0.004986990459670425,0.021329451121298477,0.04370586048816751,0.08532399950439847,0.12716515921199356,0.15467104448023788,0.14972122413579483,0.10641184487671912,0.07383223887994053,0.049238012637839175,0.03669929376781068,0.03259199603518771,0.03005823318052286,0.02779705117085863,0.023342832362780324,0.014428199727419155,0.009150043365134431,0.004026762482963697,0.0033453103704621486,0.0021744517408003963
NC,77.38540496166794,14.63958557333389,47.0,132.0,0.004806857783771514,0.020055278864513373,0.042353758028120116,0.08313193489378179,0.12836980759216482,0.1554751445395431,0.1512824963614757,0.10859492876503812,0.07369180030176385,0.048429092171498,0.03639859532933652,0.03322072823895424,0.03014968021043355,0.027839717997676684,0.023179736423964856,0.014380516203116447,0.008906039282709999,0.004179295795334678,0.003057695645787991,0.0024968955710146477
ND,77.11041373939904,14.699392499901762,48.0,132.0,0.009280742459396751,0.029389017788089715,0.052204176334106726,0.09860788863109049,0.12180974477958237,0.14675174013921113,0.14733178654292342,0.10112142304717711,0.07076566125290024,0.048723897911832945,0.0328692962103635,0.031129156999226606,0.031322505800464036,0.025135344160866203,0.02262180974477958,0.01488785769528229,0.008507347254447023,0.0027068832173240526,0.0027068832173240526,0.0021268368136117557
OH,77.57330289204513,14.703530702995776,47.0,132.0,0.004485690418702583,0.020197049971964434,0.04126377461694264,0.08332856538008217,0.12561077481147512,0.1530398562748172,0.15053382004600122,0.1076680131366648,0.07744681824943643,0.04929682225451716,0.03676664111043724,0.03384865372072,0.03038139811646775,0.0286306056826374,0.024190687615146072,0.014235201226699013,0.00907436862763048,0.0041881701358294525,0.0033070523750128736,0.0025060362288159836
OK,77.50686178315111,14.708608719462543,47.0,132.0,0.005264063306382247,0.02026492344744538,0.040873903320144504,0.08573886117323241,0.1247548597970067,0.15382762773094788,0.15172888353690006,0.10658868054360915,0.07404094271460519,0.04892482367108206,0.03832788577326682,0.03347669017718906,0.03151556855324273,0.02879752279373817,0.02274212970927232,0.013796662652675038,0.008945467056597283,0.004644761740925512,0.003234130397385171,0.002511611904352314
OR,77.53499970777114,14.696479053367844,47.0,132.0,0.004701273261508325,0.01998041136141038,0.041266731962128635,0.08380672543258244,0.12745674175644792,0.15282402873000325,0.15093046033300686,0.10568070519098922,0.07564479268690825,0.05066927848514528,0.03676134508651649,0.03356186745021221,0.029546196539340517,0.02921971922951355,0.02585700293829579,0.014071172053542278,0.00852105778648384,0.003983023179888997,0.003623898139079334,0.0018935683969964088
PA,77.60433001125719,14.77590111667558,47.0,132.0,0.0045669909163154245,0.020169199971833536,0.042933738393907996,0.08211530143145992,0.12667867094528665,0.15262199599633836,0.14929231759699826,0.10649941152209559,0.0759689766520134,0.05015642446860948,0.03707913770382963,0.03405124284521522,0.03156655835990705,0.028699614723013005,0.023529056725246206,0.014475550503475541,0.009697311108652134,0.003913126578076432,0.0034503918156303754,0.0025349817420957863
PR,77.351673197103,14.723888382557998,47.0,132.0,0.005153888710945462,0.020120548583408556,0.04489997961738928,0.08598549922837259,0.12797367731415427,0.1518795678886527,0.15013248696968814,0.10808607285327432,0.07177590775412748,0.04717118481204321,0.036805171359520134,0.03348571761348747,0.03205893486299974,0.028244474856593774,0.023556474390705528,0.01432606353550942,0.009026584747983577,0.0038726960370381153,0.0032903357307165946,0.002154733133389628
RI,77.59849843474423,15.035756439773897,48.0,132.0,0.008583690987124463,0.02401113559911843,0.04732629625333488,0.1027723001971929,0.12921934810346827,0.14105092216680198,0.14429880524301125,0.09824846305533001,0.07493330240111357,0.04605034218768125,0.03421876812434752,0.03271082241039323,0.028650968565131656,0.02598306460967405,0.025403085488922398,0.016123419556895953,0.007655724393921819,0.005567799559215868,0.0041758496694119015,0.0030158914279085954
SC,77.5230642433356,14.675930085544799,47.0,132.0,0.005229921829359891,0.019111469663671516,0.04128299997218127,0.08573733552174034,0.12518429910701867,0.1522797451804045,0.15008206526274792,0.10832614682727348,0.07619551005647203,0.05026845077475172,0.03663727153865413,0.03391103569143461,0.031184799844215093,0.02784655186802793,0.023673741897793976,0.014521378696414166,0.008929813336300664,0.004228447436503742,0.0032547917767824855,0.002114223718251871
SD,77.3607509416509,14.677164954633138,48.0,131.0,0.007486275162202629,0.02445516552986192,0.04674762934619864,0.0954915987356513,0.11978040259524206,0.15105639660622192,0.15305273664947597,0.10131425719514224,0.07020462485443354,0.04940941607053735,0.031941440692064546,0.031941440692064546,0.026950590583929464,0.0311096323407087,0.025120612210946597,0.013142571951422393,0.009482615205456664,0.005656296789219764,0.003992680086508068,0.0016636167027116952
TN,77.54194183628275,14.711516345794802,47.0,132.0,0.004248713130157692,0.019160062096576516,0.04107770242666885,0.08540321921725631,0.12725712885039628,0.1537911594084484,0.15029822697932838,0.1079132282049187,0.07369883160388921,0.04982024675218564,0.03780946155731677,0.03251899665005311,0.031048288258844675,0.02890350518833238,0.023531334259334912,0.014155568265381158,0.009008088896151647,0.003962742054089387,0.003758476999754882,0.0026350192009151076
TX,77.14007780886159,14.700545940226437,47.0,132.0,0.005492781698031463,0.022424293731854648,0.04356876434821148,0.08766041362687928,0.12845041805895155,0.15438551060958422,0.14880807135138366,0.10834673744702678,0.07376163418970265,0.04771200494001763,0.03537192058124885,0.03176152463286008,0.02919689854538392,0.026492836476452748,0.023325647754831706,0.014142792404722895,0.009396989178771869,0.0041482204482866806,0.0033165844160371297,0.0022359555597607677
UT,76.5560296150803,14.694326317899044,47.0,132.0,0.006152460984393758,0.0273109243697479,0.050220088035214085,0.09208683473389356,0.1329031612645058,0.15011004401760705,0.14725890356142457,0.10634253701480592,0.06767707082833133,0.04646858743497399,0.03391356542617047,0.031362545018007205,0.029561824729891956,0.02470988395358143,0.02145858343337335,0.015856342537014807,0.008753501400560224,0.003401360544217687,0.0023509403761504603,0.0021008403361344537
VT,78.14395961403035,14.937315798770523,48.0,132.0,0.006345957011258956,0.02128966223132037,0.04216990788126919,0.0947799385875128,0.1271238485158649,0.14902763561924257,0.1471852610030706,0.09621289662231321,0.06775844421699079,0.04994882292732856,0.03971340839303992,0.036642784032753326,0.030501535312180143,0.032958034800409416,0.023950870010235416,0.014124872057318322,0.007983623336745137,0.0053224155578300925,0.004912998976458547,0.0020470829068577278
VA,77.43434113519527,14.708659010310326,47.0,132.0,0.004795055198891243,0.021012218629028405,0.042104089337772606,0.0844152740828063,0.12686983257132844,0.1535532792761219,0.1495069536265592,0.10799228967868352,0.07566947573001132,0.04932056776002421,0.036130183359087506,0.03326270848931866,0.03069791152246985,0.028499514122313732,0.022732703550889712,0.014289583101014768,0.009048476255715037,0.0043649339684259155,0.0033613177640068183,0.002373631975530881
WA,77.49194625916525,14.701966336790415,47.0,132.0,0.004650639462926152,0.020515320856617784,0.04125567265499006,0.08380527322506845,0.12719873982672616,0.15328357649176763,0.15050819487679556,0.10987135731163035,0.07452274687769568,0.050819487679555936,0.03499231144282339,0.032910775231594344,0.03088549675580392,0.02696620785357987,0.023159434422233057,0.01460825863556239,0.009695083073922665,0.00440685594269212,0.003975546637662679,0.0019690207403517982
WV,77.74227407883325,14.729597063194129,48.0,132.0,0.006652806652806653,0.021898821898821898,0.04317394317394317,0.09362439362439362,0.13264033264033265,0.1474012474012474,0.1525987525987526,0.09750519750519751,0.07394317394317394,0.04573804573804574,0.0340956340956341,0.03444213444213444,0.032224532224532226,0.027927927927927927,0.022176022176022176,0.0148995148995149,0.008523908523908524,0.0038115038115038116,0.0042966042966042966,0.0024255024255024253
WI,77.65943717758438,14.711327581999514,47.0,132.0,0.004871386296380606,0.0193717277486911,0.04145231049396768,0.0813339403596631,0.12474391076712953,0.15331208741179148,0.15094468472569997,0.1083997268381516,0.07546096061916685,0.051673116321420444,0.036398816298656954,0.03469155474618712,0.031117687229683586,0.028386068745731845,0.02488049169132711,0.013999544730252675,0.009264739358069657,0.003778738902799909,0.0032779421807420895,0.0026405645344866834
WY,77.63547370455224,14.431067834068696,48.0,131.0,0.008101851851851851,0.02361111111111111,0.04189814814814815,0.08657407407407407,0.11666666666666667,0.14722222222222223,0.15208333333333332,0.11087962962962963,0.0798611111111111,0.05185185185185185,0.03518518518518519,0.03148148148148148,0.03009259259259259,0.03009259259259259,0.022222222222222223,0.013194444444444444,0.008564814814814815,0.004166666666666667,0.0020833333333333333,0.004166666666666667
